date,provider,corridor,amount,total_cost_pct,zscore,zscore_anomaly,iqr_anomaly,isolation_anomaly,anomaly_votes,is_provider_anomaly
2024-04-02,Wise,USA-Kenya,100,16.449795268667827,6.416845072465764,True,True,True,3,True
2024-04-03,Western Union,UK-Kenya,100,10.469770785189397,3.3916588008627366,True,True,True,3,True
2024-04-04,Western Union,UK-Kenya,200,11.7934337533017,4.061275965545889,True,True,True,3,True
2024-04-04,Paypal,USA-Kenya,200,8.530781759606977,2.4107593083628536,False,True,True,2,True
2024-04-05,Western Union,USA-Kenya,200,13.413390793717234,4.880782944621189,True,True,True,3,True
2024-04-06,Western Union,UK-Kenya,100,17.03641640961247,6.713606101976731,True,True,True,3,True
2024-04-08,Paypal,USA-Kenya,200,10.302045707289848,3.30680971630345,True,True,True,3,True
2024-04-09,MoneyGram,UK-Kenya,200,9.316121311182199,2.808048389124325,True,True,True,3,True
2024-04-12,Paypal,USA-Kenya,100,14.698523731105361,5.5309084633565275,True,True,True,3,True
2024-04-13,MoneyGram,UK-Kenya,100,12.380874131310664,4.358451432276471,True,True,True,3,True
2024-04-13,Remitly,USA-Kenya,200,8.431535615245194,2.3605524782299177,False,True,True,2,True
2024-04-14,Remitly,UK-Kenya,100,13.17922548975627,4.762322950889457,True,True,True,3,True
2024-04-15,WorldRemit,USA-Kenya,200,8.972260192920807,2.634095266160296,True,True,True,3,True
2024-04-16,Paypal,USA-Kenya,100,15.482005186639833,5.927257566924038,True,True,True,3,True
2024-04-17,MoneyGram,UK-Kenya,100,11.835668326130952,4.082641672369174,True,True,True,3,True
2024-04-20,Wise,UK-Kenya,200,10.03638204179808,3.1724152709412543,True,True,True,3,True
2024-04-20,Western Union,USA-Kenya,100,10.976179436939786,3.6478417822750737,True,True,True,3,True
2024-04-20,Remitly,UK-Kenya,100,11.500313808809311,3.912991885027272,True,True,True,3,True
2024-04-21,Western Union,UK-Kenya,100,13.84508687634187,5.09917018806291,True,True,True,3,True
2024-04-22,MoneyGram,USA-Kenya,100,12.187382224613504,4.260567374874408,True,True,True,3,True
2024-04-22,MoneyGram,UK-Kenya,100,8.966452331794212,2.631157174218349,True,True,True,3,True
2024-04-23,Western Union,USA-Kenya,200,10.177291501704378,3.243698819165053,True,True,True,3,True
2024-04-23,Remitly,UK-Kenya,100,12.177598822151111,4.255618128445641,True,True,True,3,True
2024-04-26,Paypal,UK-Kenya,200,8.821768311326947,2.5579641440481273,True,True,True,3,True
2024-04-27,Remitly,UK-Kenya,100,9.326409389372364,2.813252941879594,True,True,True,3,True
2024-04-28,Paypal,USA-Kenya,200,8.360451191448345,2.324592153386907,False,True,True,2,True
2024-04-29,Western Union,USA-Kenya,100,8.87752283414832,2.5861693491413487,True,True,True,3,True
2024-04-30,Paypal,UK-Kenya,200,8.0547002631285,2.169918286509183,False,True,True,2,True
2024-05-01,Remitly,USA-Kenya,100,9.54164843933583,2.922138485887201,True,True,True,3,True
2024-05-03,MoneyGram,UK-Kenya,200,12.176114898056818,4.25486743807463,True,True,True,3,True
2024-05-04,Wise,USA-Kenya,100,15.224203367447863,5.796840287468322,True,True,True,3,True
2024-05-05,WorldRemit,USA-Kenya,100,8.719672928141733,2.5063159355066293,True,True,True,3,True
2024-05-07,Paypal,UK-Kenya,200,10.182708551238076,3.2464392065877483,True,True,True,3,True
2024-05-08,Wise,USA-Kenya,200,9.037688612408274,2.6671943206797244,True,True,True,3,True
2024-05-08,Remitly,UK-Kenya,100,13.221551220929266,4.7837347730707656,True,True,True,3,True
2024-05-10,WorldRemit,USA-Kenya,200,8.600755417523096,2.4461577168286595,False,True,True,2,True
2024-05-11,Wise,USA-Kenya,100,18.502087241735786,7.455062477661891,True,True,True,3,True
2024-05-14,Wise,USA-Kenya,100,11.957453685521513,4.144250683892195,True,True,True,3,True
2024-05-14,Wise,UK-Kenya,200,8.192587632316789,2.239673013675991,False,True,True,2,True
2024-05-15,Western Union,UK-Kenya,200,10.407446526079095,3.3601300849571047,True,True,True,3,True
2024-05-19,Wise,USA-Kenya,100,16.439212636136062,6.411491509994413,True,True,True,3,True
2024-05-20,Wise,USA-Kenya,100,9.553194901029178,2.927979632106052,True,True,True,3,True
2024-05-20,Paypal,USA-Kenya,100,13.344346596904657,4.8458547337236695,True,True,True,3,True
2024-05-21,Paypal,UK-Kenya,100,14.194074711286563,5.27571682430963,True,True,True,3,True
2024-05-24,MoneyGram,UK-Kenya,200,11.687556639178176,4.007714647693704,True,True,True,3,True
2024-05-24,Paypal,USA-Kenya,100,11.496527542930126,3.9110764815719854,True,True,True,3,True
2024-05-26,Remitly,UK-Kenya,100,8.921980945520335,2.6086599039134235,True,True,True,3,True
2024-05-26,Remitly,UK-Kenya,200,8.87069773810634,2.5827166564465927,True,True,True,3,True
2024-05-29,WorldRemit,UK-Kenya,200,9.568135211652379,2.9355376651401413,True,True,True,3,True
2024-05-30,WorldRemit,UK-Kenya,100,15.27011007191613,5.820063659298258,True,True,True,3,True
2024-05-31,MoneyGram,USA-Kenya,100,13.780379668642631,5.066435981548151,True,True,True,3,True
2024-06-01,MoneyGram,USA-Kenya,100,11.522358395896527,3.924143843084241,True,True,True,3,True
2024-06-01,MoneyGram,USA-Kenya,200,10.599985245114866,3.457531941954225,True,True,True,3,True
2024-06-01,Paypal,USA-Kenya,100,8.989281432128504,2.642706003343573,True,True,True,3,True
2024-06-03,WorldRemit,UK-Kenya,100,11.024465152931432,3.6722686530238513,True,True,True,3,True
2024-06-04,MoneyGram,UK-Kenya,100,19.649349691965273,8.035441809544006,True,True,True,3,True
2024-06-05,Remitly,UK-Kenya,100,17.751842802153817,7.075527379563146,True,True,True,3,True
2024-06-07,WorldRemit,USA-Kenya,200,8.513041879221461,2.401785023600239,False,True,True,2,True
2024-06-07,Western Union,USA-Kenya,200,8.147441376736692,2.2168343391902057,False,True,True,2,True
2024-06-08,Western Union,USA-Kenya,200,9.451330283913176,2.8764481639468817,True,True,True,3,True
2024-06-08,Paypal,USA-Kenya,200,8.22565541960422,2.256401409422631,False,True,True,2,True
2024-06-09,Remitly,USA-Kenya,100,16.736081974719394,6.5616723411972595,True,True,True,3,True
2024-06-11,Paypal,USA-Kenya,100,10.821317313912976,3.5694998340328326,True,True,True,3,True
2024-06-13,Wise,USA-Kenya,200,7.852083210640476,2.0674179828276666,False,True,True,2,True
2024-06-14,Western Union,UK-Kenya,200,8.707796492351893,2.5003078613580594,True,True,True,3,True
2024-06-15,MoneyGram,USA-Kenya,200,10.666582200863024,3.4912221378416333,True,True,True,3,True
2024-06-18,MoneyGram,UK-Kenya,500,8.879724564997009,2.587283164971973,True,True,True,3,True
2024-06-20,Remitly,USA-Kenya,100,13.973990403464093,5.1643801519499695,True,True,True,3,True
2024-06-21,MoneyGram,UK-Kenya,200,8.48782101833613,2.3890262460535734,False,True,True,2,True
2024-06-22,MoneyGram,USA-Kenya,100,14.97434478006404,5.670441345376366,True,True,True,3,True
2024-06-22,Remitly,USA-Kenya,200,13.805750629462096,5.079270691937794,True,True,True,3,True
2024-06-23,Wise,USA-Kenya,100,9.019606613201322,2.65804696419061,True,True,True,3,True
2024-06-24,WorldRemit,UK-Kenya,200,8.015660014565533,2.1501685305811002,False,True,True,2,True
2024-06-25,WorldRemit,USA-Kenya,100,14.311755251903405,5.33524928222723,True,True,True,3,True
2024-06-25,MoneyGram,USA-Kenya,100,11.709009147329365,4.018567083721304,True,True,True,3,True
2024-06-25,Western Union,UK-Kenya,100,12.369196327853107,4.352543842633672,True,True,True,3,True
2024-06-28,WorldRemit,UK-Kenya,200,10.167768655806412,3.238881383591552,True,True,True,3,True
2024-06-28,Remitly,USA-Kenya,100,13.450321892247992,4.89946571967991,True,True,True,3,True
2024-06-29,Paypal,UK-Kenya,200,10.911949642185048,3.615349090337651,True,True,True,3,True
2024-06-29,Remitly,USA-Kenya,100,10.736506809138676,3.5265957329811095,True,True,True,3,True
2024-07-01,Wise,USA-Kenya,100,12.900813579766304,4.621479399114815,True,True,True,3,True
2024-07-02,Paypal,UK-Kenya,100,11.897201455176,4.1137701698778635,True,True,True,3,True
2024-07-03,Remitly,UK-Kenya,200,9.346978269754723,2.8236583665943047,True,True,True,3,True
2024-07-06,Wise,USA-Kenya,200,8.2514868953956,2.2694690860107833,False,True,True,2,True
2024-07-07,Western Union,UK-Kenya,200,8.555792039315557,2.4234115566993584,False,True,True,2,True
2024-07-07,Paypal,USA-Kenya,100,14.18046989859733,5.2688343955354835,True,True,True,3,True
2024-07-09,Western Union,USA-Kenya,200,11.646286601450608,3.986836881740252,True,True,True,3,True
2024-07-09,Remitly,USA-Kenya,100,13.873183511614661,5.1133837678802365,True,True,True,3,True
2024-07-10,WorldRemit,UK-Kenya,200,10.776629900428963,3.546893279467917,True,True,True,3,True
2024-07-10,Remitly,USA-Kenya,200,8.242893595311381,2.26512189085893,False,True,True,2,True
2024-07-12,Remitly,UK-Kenya,100,18.16023484682619,7.282125531525245,True,True,True,3,True
2024-07-13,MoneyGram,USA-Kenya,100,10.28912255806824,3.3002721287535834,True,True,True,3,True
2024-07-14,Wise,USA-Kenya,100,13.524484969025538,4.936983479405999,True,True,True,3,True
2024-07-14,MoneyGram,UK-Kenya,100,13.563428876545423,4.956684498142164,True,True,True,3,True
2024-07-14,MoneyGram,UK-Kenya,200,12.49341892162339,4.415385806965929,True,True,True,3,True
2024-07-15,Western Union,USA-Kenya,100,13.14519769116137,4.74510890277869,True,True,True,3,True
2024-07-18,Wise,UK-Kenya,200,9.118846076833101,2.70825041466302,True,True,True,3,True
2024-07-18,MoneyGram,USA-Kenya,100,11.768714926714113,4.048771158074029,True,True,True,3,True
2024-07-18,Western Union,USA-Kenya,100,20.569585186653,8.500972309103402,True,True,True,3,True
2024-07-18,Western Union,UK-Kenya,100,13.024787966234733,4.684195799860476,True,True,True,3,True
2024-07-18,Paypal,USA-Kenya,100,10.148175222293204,3.22896941981256,True,True,True,3,True
2024-07-19,WorldRemit,UK-Kenya,100,16.43303244108706,6.4083650610526535,True,True,True,3,True
2024-07-19,Western Union,UK-Kenya,200,8.978020314398528,2.637009207476976,True,True,True,3,True
2024-07-20,MoneyGram,UK-Kenya,100,11.850271279118516,4.090029042274581,True,True,True,3,True
2024-07-21,Wise,UK-Kenya,200,9.00650892127011,2.6514210786395624,True,True,True,3,True
2024-07-22,Wise,USA-Kenya,100,14.596189969663639,5.479139663564771,True,True,True,3,True
2024-07-22,Wise,UK-Kenya,200,11.106616766205779,3.7138276689366143,True,True,True,3,True
2024-07-22,Western Union,USA-Kenya,200,9.124871612067105,2.7112986240005115,True,True,True,3,True
2024-07-22,Remitly,UK-Kenya,200,9.258137144859315,2.7787152476940578,True,True,True,3,True
2024-07-23,WorldRemit,UK-Kenya,100,11.17099389562894,3.746394894819087,True,True,True,3,True
2024-07-23,WorldRemit,UK-Kenya,200,9.659832636493032,2.9819257345428167,True,True,True,3,True
2024-07-24,WorldRemit,UK-Kenya,100,10.41356217153949,3.3632238794289995,True,True,True,3,True
2024-07-24,Remitly,USA-Kenya,200,9.196759392779503,2.7476653525829766,True,True,True,3,True
2024-07-25,Paypal,USA-Kenya,200,13.882788191217822,5.118242601645701,True,True,True,3,True
2024-07-26,Western Union,UK-Kenya,100,9.228142946798501,2.763541725168856,True,True,True,3,True
2024-07-28,Wise,UK-Kenya,200,8.718225318637668,2.5055836160302727,True,True,True,3,True
2024-07-28,MoneyGram,UK-Kenya,200,9.083109925232872,2.6901721416526634,True,True,True,3,True
2024-07-30,Wise,USA-Kenya,100,10.571341700765819,3.4430416907229486,True,True,True,3,True
2024-07-30,Paypal,USA-Kenya,200,9.73665465337243,3.0207886039946867,True,True,True,3,True
2024-07-30,Remitly,USA-Kenya,200,12.608771284624828,4.473740481919691,True,True,True,3,True
2024-08-01,Wise,USA-Kenya,100,18.07750077077062,7.240271858221974,True,True,True,3,True
2024-08-01,Remitly,UK-Kenya,200,10.559894988524732,3.4372510059485974,True,True,True,3,True
2024-08-04,Western Union,UK-Kenya,100,15.605285636461282,5.989622917665874,True,True,True,3,True
2024-08-07,MoneyGram,UK-Kenya,200,11.497505424357092,3.911571174106487,True,True,True,3,True
2024-08-08,Wise,UK-Kenya,100,15.550437749484088,5.96187636325489,True,True,True,3,True
2024-08-09,MoneyGram,USA-Kenya,100,11.182758339393772,3.7523463142269406,True,True,True,3,True
2024-08-12,MoneyGram,UK-Kenya,100,18.01037479728658,7.206314041826249,True,True,True,3,True
2024-08-12,Paypal,USA-Kenya,100,17.98009404156765,7.190995554962565,True,True,True,3,True
2024-08-13,Western Union,USA-Kenya,100,16.165609716673888,6.273080739584652,True,True,True,3,True
2024-08-15,MoneyGram,UK-Kenya,100,8.890400094923175,2.5926837225556336,True,True,True,3,True
2024-08-15,MoneyGram,UK-Kenya,200,9.73474747816084,3.0198237985355143,True,True,True,3,True
2024-08-16,WorldRemit,UK-Kenya,100,15.749681163850006,6.062670004403411,True,True,True,3,True
2024-08-16,Wise,USA-Kenya,500,9.148721686134497,2.723363945278832,True,True,True,3,True
2024-08-16,Remitly,UK-Kenya,100,13.158675567449999,4.751927116722691,True,True,True,3,True
2024-08-17,Wise,USA-Kenya,100,8.555538778472489,2.4232834366176257,False,True,True,2,True
2024-08-17,Western Union,UK-Kenya,100,9.821959531682108,3.0639427996800355,True,True,True,3,True
2024-08-18,Wise,UK-Kenya,200,8.825800138416236,2.560003772480033,True,True,True,3,True
2024-08-19,WorldRemit,USA-Kenya,100,16.44893346643565,6.416409102297278,True,True,True,3,True
2024-08-20,Western Union,UK-Kenya,100,19.40091176304543,7.909761552884482,True,True,True,3,True
2024-08-20,Paypal,UK-Kenya,100,10.44246192583522,3.3778437426402093,True,True,True,3,True
2024-08-21,Remitly,UK-Kenya,200,7.80957666868468,2.045914691740271,False,True,True,2,True
2024-08-23,Wise,USA-Kenya,100,17.56904516835578,6.9830533614759025,True,True,True,3,True
2024-08-23,Western Union,UK-Kenya,100,9.956350058578149,3.1319285375516164,True,True,True,3,True
2024-08-23,Paypal,UK-Kenya,200,8.644705045943436,2.4683910392684916,False,True,True,2,True
2024-08-23,Remitly,UK-Kenya,100,10.89835526018079,3.6084719382584525,True,True,True,3,True
2024-08-26,Paypal,USA-Kenya,100,13.755503284092221,5.053851468351435,True,True,True,3,True
2024-08-26,Remitly,USA-Kenya,500,8.279079339938246,2.283427604853139,False,True,True,2,True
2024-08-27,Western Union,USA-Kenya,100,11.945517063275277,4.138212162503463,True,True,True,3,True
2024-08-28,Remitly,USA-Kenya,100,9.978198379214604,3.1429812079595036,True,True,True,3,True
2024-08-31,WorldRemit,UK-Kenya,100,12.655143698044377,4.497199447488394,True,True,True,3,True
2024-08-31,Western Union,USA-Kenya,100,17.028947256828715,6.709827592620398,True,True,True,3,True
2024-08-31,Paypal,USA-Kenya,100,14.537361269293282,5.449379287628461,True,True,True,3,True
2024-09-01,WorldRemit,USA-Kenya,200,9.579442028336167,2.9412575792812676,True,True,True,3,True
2024-09-01,WorldRemit,USA-Kenya,500,7.811921739918217,2.0471010208800973,False,True,True,2,True
2024-09-01,Paypal,UK-Kenya,100,8.680670940377675,2.486585535024987,False,True,True,2,True
2024-09-03,MoneyGram,USA-Kenya,100,15.980536491566797,6.179455540995232,True,True,True,3,True
2024-09-03,MoneyGram,UK-Kenya,200,13.11642389710355,4.730552760574567,True,True,True,3,True
2024-09-03,Paypal,USA-Kenya,100,12.902560477923616,4.622363123309923,True,True,True,3,True
2024-09-05,Western Union,USA-Kenya,500,7.920937624902499,2.102250186163995,False,True,True,2,True
2024-09-05,Western Union,UK-Kenya,100,10.668616313458502,3.4922511586283767,True,True,True,3,True
2024-09-08,Remitly,USA-Kenya,200,9.361651952791343,2.8310815175527795,True,True,True,3,True
2024-09-10,Wise,UK-Kenya,200,8.185739719983225,2.2362087786318243,False,True,True,2,True
2024-09-10,Remitly,UK-Kenya,100,10.502332397355419,3.4081311317667424,True,True,True,3,True
2024-09-11,MoneyGram,USA-Kenya,100,13.78369460403025,5.068112947429073,True,True,True,3,True
2024-09-13,WorldRemit,USA-Kenya,500,7.99135591250821,2.1378735247511766,False,True,True,2,True
2024-09-14,Western Union,USA-Kenya,100,12.144020705078466,4.23863156608706,True,True,True,3,True
2024-09-15,Wise,USA-Kenya,200,10.253330496749617,3.2821655720275005,True,True,True,3,True
2024-09-16,Remitly,UK-Kenya,200,7.851215663598884,2.066979106463959,False,True,True,2,True
2024-09-18,Wise,USA-Kenya,200,9.404861792079519,2.852940594045511,True,True,True,3,True
2024-09-19,Wise,USA-Kenya,200,10.864759699087573,3.5914765512852402,True,True,True,3,True
2024-09-19,Paypal,USA-Kenya,200,10.116516588427777,3.2129538893056195,True,True,True,3,True
2024-09-20,Wise,UK-Kenya,100,11.89301102476787,4.111650306894392,True,True,True,3,True
2024-09-20,Paypal,UK-Kenya,200,8.425075284945517,2.3572843139294877,False,True,True,2,True
2024-09-20,Remitly,UK-Kenya,100,11.869922357023423,4.099970167309164,True,True,True,3,True
2024-09-21,Remitly,USA-Kenya,200,9.679883060741759,2.99206888167284,True,True,True,3,True
2024-09-22,WorldRemit,USA-Kenya,100,13.196851778908929,4.771239771901018,True,True,True,3,True
2024-09-23,WorldRemit,USA-Kenya,200,7.845135859639651,2.0639034435595134,False,True,True,2,True
2024-09-23,MoneyGram,USA-Kenya,200,8.16039098554293,2.2233853121655662,False,True,True,2,True
2024-09-28,WorldRemit,UK-Kenya,200,9.508102876836572,2.9051683922987337,True,True,True,3,True
2024-09-28,MoneyGram,UK-Kenya,100,10.746005303944246,3.531400849777218,True,True,True,3,True
2024-09-28,Western Union,USA-Kenya,500,8.713262455176936,2.5030729931305293,True,True,True,3,True
2024-09-28,Western Union,UK-Kenya,100,11.710358893011739,4.019249895659575,True,True,True,3,True
2024-09-30,Paypal,USA-Kenya,100,13.24015923503827,4.7931482309888525,True,True,True,3,True
2024-09-30,Paypal,USA-Kenya,200,10.851888896266999,3.584965444833271,True,True,True,3,True
2024-10-02,Remitly,USA-Kenya,100,12.04692752908294,4.189513883726477,True,True,True,3,True
2024-10-03,Western Union,UK-Kenya,200,8.19608483382639,2.2414421846927826,False,True,True,2,True
2024-10-03,Paypal,UK-Kenya,100,12.2227176493818,4.2784429274253455,True,True,True,3,True
2024-10-04,Wise,UK-Kenya,100,12.570875223871045,4.454569549918173,True,True,True,3,True
2024-10-04,Western Union,USA-Kenya,100,11.684209032984125,4.006021154242473,True,True,True,3,True
2024-10-06,Paypal,USA-Kenya,200,8.730992617435279,2.512042361668304,True,True,True,3,True
2024-10-07,WorldRemit,UK-Kenya,200,10.681200977636834,3.498617512714419,True,True,True,3,True
2024-10-08,Remitly,UK-Kenya,100,13.31864033444497,4.832850400296253,True,True,True,3,True
2024-10-09,WorldRemit,USA-Kenya,100,13.720614787131508,5.036202008498217,True,True,True,3,True
2024-10-10,WorldRemit,UK-Kenya,200,9.559182999115375,2.9310089026673056,True,True,True,3,True
2024-10-10,Western Union,UK-Kenya,100,16.434235918264186,6.408973878398549,True,True,True,3,True
2024-10-12,WorldRemit,USA-Kenya,100,16.685628977572907,6.53614908209515,True,True,True,3,True
2024-10-12,Wise,UK-Kenya,100,9.574912037175059,2.9389659386518803,True,True,True,3,True
2024-10-12,Remitly,USA-Kenya,200,9.1311760740827,2.714487937354013,True,True,True,3,True
2024-10-13,Wise,USA-Kenya,200,9.043789214268179,2.670280504866108,True,True,True,3,True
2024-10-13,Wise,UK-Kenya,100,15.101303709496202,5.734667572448966,True,True,True,3,True
2024-10-13,Western Union,USA-Kenya,100,13.158746944383442,4.751963225022876,True,True,True,3,True
2024-10-13,Western Union,UK-Kenya,100,12.508914557206593,4.423224768857404,True,True,True,3,True
2024-10-14,Paypal,UK-Kenya,100,14.86298280855675,5.614105337336054,True,True,True,3,True
2024-10-15,Western Union,USA-Kenya,100,12.680724624846404,4.51014037587258,True,True,True,3,True
2024-10-17,MoneyGram,USA-Kenya,100,8.948735954294465,2.6221947791407296,True,True,True,3,True
