date,fx_usd_kes,zscore,zscore_anomaly,iqr_anomaly,rolling_mean,rolling_std,rolling_zscore,rolling_anomaly,isolation_anomaly,daily_change_pct,sudden_change,anomaly_consensus,is_anomaly
2024-02-08,160.0,3.161198878647417,True,False,158.90679168701172,2.4036230791853286,0.4546277220954951,False,True,0.0,False,2,True
2024-02-09,159.0,3.0956488230656287,True,False,159.0067916870117,2.3400851972031336,0.0029010849412174377,False,True,-0.6249999999999978,False,2,True
2024-02-12,160.96090698242188,3.2241863847541,True,False,159.17413940429688,2.292266434745216,0.7791364976409756,False,True,1.2332748317118725,False,2,True
2024-02-13,159.0,3.0956488230656287,True,False,159.25947265625,2.2338805227794136,0.11610135468329989,False,True,-1.2182504554575035,False,2,True
2024-02-14,158.5,3.0628737952747342,True,False,159.33113911946614,2.170921972796567,0.3826744836491382,False,True,-0.3144654088050314,False,2,True
2024-02-15,154.5,2.8006735729475793,False,False,159.26947224934895,2.2819594664862635,2.0891620369807598,True,True,-2.5236593059936863,True,3,True
2024-02-16,149.5,2.4729232950386355,False,False,159.03113911946613,2.8641040722252704,3.3266292878720747,True,True,-3.2362459546925515,True,3,True
2024-02-19,140.11598205566406,1.857800397206912,False,False,158.57025705973308,4.407695664086629,4.185880906772066,True,True,-6.276935079823365,True,3,True
2024-02-20,144.5,2.1451730171296917,False,False,158.16192372639975,5.095848092181697,2.6804651579387735,True,True,3.1288493147015206,True,3,True
2024-02-26,141.99234008789062,1.9807957705106989,False,False,156.38150278727213,7.036570758227781,2.0446206785997583,True,True,-2.0742482152478425,True,3,True
2024-02-27,145.5,2.2107230727114806,False,False,155.93150278727214,7.2904332407264665,1.430651895570646,False,True,2.4703162930748146,True,2,True
2024-03-04,142.64129638671875,2.0233348919690344,False,False,154.07058410644532,8.128804756657322,1.4058502094244485,False,True,-2.3004819269049626,True,2,True
2024-03-12,138.0,1.719097655848065,False,False,150.0428207397461,8.294084128143112,1.4518021220409179,False,True,-3.45292587562549,True,2,True
2024-03-15,134.0,1.4568974335209102,False,False,147.68448740641276,8.525535003047606,1.6049294820840545,False,True,-2.1897810218978075,True,2,True
2024-04-09,126.16000366210938,0.9429852378111595,False,False,135.5154571533203,5.962570685326617,1.5687671002592554,False,True,-2.15604058217711,True,2,True
2024-04-10,129.0,1.1291471556119663,False,False,134.98212381998698,5.7982652629335005,1.0315313317744295,False,True,2.2511067338717883,True,2,True
2024-04-15,126.1999969482422,0.9456067999400647,False,False,133.33374735514323,5.125544039665529,1.3915320636485657,False,True,-2.162964901237807,True,2,True
2024-04-16,130.0,1.194697211193755,False,False,132.86708068847656,4.744057778565466,0.6042246105891134,False,True,3.0110959933828507,True,2,True
2024-04-23,133.0,1.3913473779391214,False,False,131.2428990681966,2.733288708936258,0.6426171918352294,False,True,2.14268730687015,True,2,True
2024-05-06,131.25999450683594,1.2772899211495994,False,False,130.99433390299478,2.1449611933986663,0.12379562345226537,False,True,-2.044780218779152,True,2,True
2024-05-22,131.0,1.2602472667755438,False,False,131.10133387247723,2.1497196128272713,0.04711626372533812,False,True,3.04413028411199,True,2,True
2024-05-27,129.35000610351562,1.152090075151381,False,False,131.37333399454752,1.8826487129086746,1.0741535176734383,False,True,-2.007571133700281,True,2,True
2024-05-28,132.0,1.3257973223573327,False,False,131.44000066121419,1.8676921938562916,0.2996744678588199,False,True,2.0487002485053196,True,2,True
2024-07-19,130.0,1.194697211193755,False,False,127.74499969482422,0.9214556803396867,2.4445622193419623,True,True,2.815562709470454,True,3,True
2024-07-23,130.0,1.194697211193755,False,False,127.7023333231608,0.8799828802992145,2.60807187996528,True,True,1.976777986121192,False,2,True
2024-07-24,132.0,1.3257973223573327,False,False,127.83566665649414,1.1789054874280618,3.529378740820338,True,True,1.538461538461533,False,2,True
2024-07-26,129.0,1.1291471556119663,False,False,128.01899998982748,1.4124332116719414,0.6940547328812965,False,True,-2.2727272727272707,True,2,True
2025-08-04,126.20999908447266,0.9462624405259076,False,False,128.38899993896484,0.4778426967463591,4.550556726244475,True,True,-1.7821018797878119,False,2,True
2025-08-25,126.7300033569336,0.9803487494884896,False,False,128.2933334350586,0.5442826222297161,2.8670088031274314,True,True,-1.3774292942151045,False,2,True
